x,y,z,field_value_v_m,limit_v_m,percentage_of_limit,status
29.000000,11.000000,1.500000,2.252262,58.336309,3.860824,COMPLIANT
30.000000,11.000000,1.500000,2.215723,58.336309,3.798189,COMPLIANT
31.000000,11.000000,1.500000,2.179755,58.336309,3.736533,COMPLIANT
32.000000,11.000000,1.500000,2.144387,58.336309,3.675905,COMPLIANT
33.000000,11.000000,1.500000,2.109643,58.336309,3.616346,COMPLIANT
34.000000,11.000000,1.500000,2.075540,58.336309,3.557888,COMPLIANT
35.000000,11.000000,1.500000,2.042093,58.336309,3.500552,COMPLIANT
36.000000,11.000000,1.500000,2.009310,58.336309,3.444356,COMPLIANT
37.000000,11.000000,1.500000,1.977198,58.336309,3.389309,COMPLIANT
38.000000,11.000000,1.500000,1.945759,58.336309,3.335416,COMPLIANT
39.000000,11.000000,1.500000,1.914992,58.336309,3.282676,COMPLIANT
40.000000,11.000000,1.500000,1.884896,58.336309,3.231085,COMPLIANT
41.000000,11.000000,1.500000,1.855465,58.336309,3.180635,COMPLIANT
42.000000,11.000000,1.500000,1.826694,58.336309,3.131315,COMPLIANT
43.000000,11.000000,1.500000,1.798574,58.336309,3.083112,COMPLIANT
44.000000,11.000000,1.500000,1.771096,58.336309,3.036010,COMPLIANT
45.000000,11.000000,1.500000,1.744251,58.336309,2.989992,COMPLIANT
46.000000,11.000000,1.500000,1.718026,58.336309,2.945038,COMPLIANT
47.000000,11.000000,1.500000,1.692412,58.336309,2.901129,COMPLIANT
48.000000,11.000000,1.500000,1.667394,58.336309,2.858244,COMPLIANT
49.000000,11.000000,1.500000,1.642961,58.336309,2.816361,COMPLIANT
50.000000,11.000000,1.500000,1.619100,58.336309,2.775458,COMPLIANT
51.000000,11.000000,1.500000,1.595797,58.336309,2.735513,COMPLIANT
52.000000,11.000000,1.500000,1.573040,58.336309,2.696503,COMPLIANT
53.000000,11.000000,1.500000,1.550815,58.336309,2.658404,COMPLIANT
54.000000,11.000000,1.500000,1.529109,58.336309,2.621195,COMPLIANT
55.000000,11.000000,1.500000,1.507908,58.336309,2.584853,COMPLIANT
56.000000,11.000000,1.500000,1.487199,58.336309,2.549355,COMPLIANT
57.000000,11.000000,1.500000,1.466970,58.336309,2.514678,COMPLIANT
58.000000,11.000000,1.500000,1.447208,58.336309,2.480802,COMPLIANT
59.000000,11.000000,1.500000,1.427900,58.336309,2.447704,COMPLIANT
60.000000,11.000000,1.500000,1.409034,58.336309,2.415364,COMPLIANT
61.000000,11.000000,1.500000,1.390598,58.336309,2.383760,COMPLIANT
62.000000,11.000000,1.500000,1.372579,58.336309,2.352873,COMPLIANT
63.000000,11.000000,1.500000,1.354967,58.336309,2.322682,COMPLIANT
64.000000,11.000000,1.500000,1.337749,58.336309,2.293168,COMPLIANT
65.000000,11.000000,1.500000,1.320916,58.336309,2.264312,COMPLIANT
66.000000,11.000000,1.500000,1.304456,58.336309,2.236096,COMPLIANT
67.000000,11.000000,1.500000,1.288358,58.336309,2.208501,COMPLIANT
68.000000,11.000000,1.500000,1.272613,58.336309,2.181511,COMPLIANT
69.000000,11.000000,1.500000,1.257211,58.336309,2.155109,COMPLIANT
70.000000,11.000000,1.500000,1.242142,58.336309,2.129277,COMPLIANT
71.000000,11.000000,1.500000,1.227396,58.336309,2.104000,COMPLIANT
72.000000,11.000000,1.500000,1.212965,58.336309,2.079262,COMPLIANT
73.000000,11.000000,1.500000,1.198840,58.336309,2.055049,COMPLIANT
74.000000,11.000000,1.500000,1.185012,58.336309,2.031346,COMPLIANT
75.000000,11.000000,1.500000,1.171473,58.336309,2.008137,COMPLIANT
76.000000,11.000000,1.500000,1.158216,58.336309,1.985411,COMPLIANT
77.000000,11.000000,1.500000,1.145231,58.336309,1.963153,COMPLIANT
78.000000,11.000000,1.500000,1.132512,58.336309,1.941350,COMPLIANT
79.000000,11.000000,1.500000,1.120052,58.336309,1.919991,COMPLIANT
80.000000,11.000000,1.500000,1.107843,58.336309,1.899062,COMPLIANT
81.000000,11.000000,1.500000,1.095878,58.336309,1.878552,COMPLIANT
82.000000,11.000000,1.500000,1.084151,58.336309,1.858451,COMPLIANT
83.000000,11.000000,1.500000,1.072656,58.336309,1.838745,COMPLIANT
84.000000,11.000000,1.500000,1.061386,58.336309,1.819426,COMPLIANT
85.000000,11.000000,1.500000,1.050335,58.336309,1.800483,COMPLIANT
86.000000,11.000000,1.500000,1.039497,58.336309,1.781905,COMPLIANT
87.000000,11.000000,1.500000,1.028867,58.336309,1.763683,COMPLIANT
88.000000,11.000000,1.500000,1.018440,58.336309,1.745808,COMPLIANT
89.000000,11.000000,1.500000,1.008209,58.336309,1.728270,COMPLIANT
90.000000,11.000000,1.500000,0.998170,58.336309,1.711061,COMPLIANT
91.000000,11.000000,1.500000,0.988317,58.336309,1.694172,COMPLIANT
92.000000,11.000000,1.500000,0.978647,58.336309,1.677595,COMPLIANT
93.000000,11.000000,1.500000,0.969154,58.336309,1.661321,COMPLIANT
94.000000,11.000000,1.500000,0.959833,58.336309,1.645344,COMPLIANT
95.000000,11.000000,1.500000,0.950681,58.336309,1.629656,COMPLIANT
96.000000,11.000000,1.500000,0.941693,58.336309,1.614249,COMPLIANT
97.000000,11.000000,1.500000,0.932865,58.336309,1.599116,COMPLIANT
98.000000,11.000000,1.500000,0.924193,58.336309,1.584250,COMPLIANT
99.000000,11.000000,1.500000,0.915673,58.336309,1.569645,COMPLIANT
100.000000,11.000000,1.500000,0.907302,58.336309,1.555295,COMPLIANT
-100.000000,12.000000,1.500000,0.906349,58.336309,1.553662,COMPLIANT
-99.000000,12.000000,1.500000,0.914694,58.336309,1.567967,COMPLIANT
-98.000000,12.000000,1.500000,0.923186,58.336309,1.582524,COMPLIANT
-97.000000,12.000000,1.500000,0.931830,58.336309,1.597341,COMPLIANT
-96.000000,12.000000,1.500000,0.940628,58.336309,1.612423,COMPLIANT
-95.000000,12.000000,1.500000,0.949585,58.336309,1.627777,COMPLIANT
-94.000000,12.000000,1.500000,0.958705,58.336309,1.643411,COMPLIANT
-93.000000,12.000000,1.500000,0.967993,58.336309,1.659331,COMPLIANT
-92.000000,12.000000,1.500000,0.977451,58.336309,1.675545,COMPLIANT
-91.000000,12.000000,1.500000,0.987086,58.336309,1.692061,COMPLIANT
-90.000000,12.000000,1.500000,0.996901,58.336309,1.708886,COMPLIANT
-89.000000,12.000000,1.500000,1.006902,58.336309,1.726029,COMPLIANT
-88.000000,12.000000,1.500000,1.017093,58.336309,1.743498,COMPLIANT
-87.000000,12.000000,1.500000,1.027479,58.336309,1.761302,COMPLIANT
-86.000000,12.000000,1.500000,1.038065,58.336309,1.779450,COMPLIANT
-85.000000,12.000000,1.500000,1.048858,58.336309,1.797950,COMPLIANT
-84.000000,12.000000,1.500000,1.059862,58.336309,1.816813,COMPLIANT
-83.000000,12.000000,1.500000,1.071083,58.336309,1.836048,COMPLIANT
-82.000000,12.000000,1.500000,1.082527,58.336309,1.855666,COMPLIANT
-81.000000,12.000000,1.500000,1.094200,58.336309,1.875676,COMPLIANT
-80.000000,12.000000,1.500000,1.106110,58.336309,1.896091,COMPLIANT
-79.000000,12.000000,1.500000,1.118261,58.336309,1.916921,COMPLIANT
-78.000000,12.000000,1.500000,1.130661,58.336309,1.938177,COMPLIANT
-77.000000,12.000000,1.500000,1.143317,58.336309,1.959871,COMPLIANT
-76.000000,12.000000,1.500000,1.156235,58.336309,1.982017,COMPLIANT
-75.000000,12.000000,1.500000,1.169424,58.336309,2.004625,COMPLIANT
-74.000000,12.000000,1.500000,1.182892,58.336309,2.027711,COMPLIANT
-73.000000,12.000000,1.500000,1.196644,58.336309,2.051286,COMPLIANT
-72.000000,12.000000,1.500000,1.210691,58.336309,2.075365,COMPLIANT
-71.000000,12.000000,1.500000,1.225040,58.336309,2.099962,COMPLIANT
-70.000000,12.000000,1.500000,1.239700,58.336309,2.125091,COMPLIANT
-69.000000,12.000000,1.500000,1.254679,58.336309,2.150769,COMPLIANT
-68.000000,12.000000,1.500000,1.269988,58.336309,2.177011,COMPLIANT
-67.000000,12.000000,1.500000,1.285634,58.336309,2.203832,COMPLIANT
-66.000000,12.000000,1.500000,1.301629,58.336309,2.231250,COMPLIANT
-65.000000,12.000000,1.500000,1.317981,58.336309,2.259280,COMPLIANT
-64.000000,12.000000,1.500000,1.334701,58.336309,2.287942,COMPLIANT
-63.000000,12.000000,1.500000,1.351799,58.336309,2.317252,COMPLIANT
-62.000000,12.000000,1.500000,1.369287,58.336309,2.347229,COMPLIANT
-61.000000,12.000000,1.500000,1.387174,58.336309,2.377892,COMPLIANT
-60.000000,12.000000,1.500000,1.405473,58.336309,2.409260,COMPLIANT
-59.000000,12.000000,1.500000,1.424195,58.336309,2.441352,COMPLIANT
-58.000000,12.000000,1.500000,1.443351,58.336309,2.474190,COMPLIANT
-57.000000,12.000000,1.500000,1.462953,58.336309,2.507792,COMPLIANT
-56.000000,12.000000,1.500000,1.483014,58.336309,2.542180,COMPLIANT
-55.000000,12.000000,1.500000,1.503546,58.336309,2.577375,COMPLIANT
-54.000000,12.000000,1.500000,1.524561,58.336309,2.613399,COMPLIANT
-53.000000,12.000000,1.500000,1.546071,58.336309,2.650272,COMPLIANT
-52.000000,12.000000,1.500000,1.568090,58.336309,2.688017,COMPLIANT
-51.000000,12.000000,1.500000,1.590630,58.336309,2.726655,COMPLIANT
-50.000000,12.000000,1.500000,1.613704,58.336309,2.766208,COMPLIANT
-49.000000,12.000000,1.500000,1.637324,58.336309,2.806697,COMPLIANT
-48.000000,12.000000,1.500000,1.661502,58.336309,2.848144,COMPLIANT
-47.000000,12.000000,1.500000,1.686252,58.336309,2.890569,COMPLIANT
-46.000000,12.000000,1.500000,1.711584,58.336309,2.933993,COMPLIANT
-45.000000,12.000000,1.500000,1.737509,58.336309,2.978436,COMPLIANT
-44.000000,12.000000,1.500000,1.764040,58.336309,3.023914,COMPLIANT
-43.000000,12.000000,1.500000,1.791186,58.336309,3.070447,COMPLIANT
-42.000000,12.000000,1.500000,1.818955,58.336309,3.118050,COMPLIANT
-41.000000,12.000000,1.500000,1.847357,58.336309,3.166735,COMPLIANT
-40.000000,12.000000,1.500000,1.876397,58.336309,3.216516,COMPLIANT
-39.000000,12.000000,1.500000,1.906081,58.336309,3.267401,COMPLIANT
-38.000000,12.000000,1.500000,1.936414,58.336309,3.319397,COMPLIANT
-37.000000,12.000000,1.500000,1.967395,58.336309,3.372505,COMPLIANT
-36.000000,12.000000,1.500000,1.999024,58.336309,3.426724,COMPLIANT
-35.000000,12.000000,1.500000,2.031298,58.336309,3.482048,COMPLIANT
-34.000000,12.000000,1.500000,2.064209,58.336309,3.538464,COMPLIANT
-33.000000,12.000000,1.500000,2.097747,58.336309,3.595955,COMPLIANT
-32.000000,12.000000,1.500000,2.131898,58.336309,3.654495,COMPLIANT
-31.000000,12.000000,1.500000,2.166641,58.336309,3.714053,COMPLIANT
-30.000000,12.000000,1.500000,2.201953,58.336309,3.774585,COMPLIANT
-29.000000,12.000000,1.500000,2.237804,58.336309,3.836040,COMPLIANT
-28.000000,12.000000,1.500000,2.274158,58.336309,3.898357,COMPLIANT
-27.000000,12.000000,1.500000,2.310969,58.336309,3.961460,COMPLIANT
-26.000000,12.000000,1.500000,2.348189,58.336309,4.025261,COMPLIANT
-25.000000,12.000000,1.500000,2.385756,58.336309,4.089659,COMPLIANT
-24.000000,12.000000,1.500000,2.423603,58.336309,4.154537,COMPLIANT
-23.000000,12.000000,1.500000,2.461652,58.336309,4.219759,COMPLIANT
-22.000000,12.000000,1.500000,2.499812,58.336309,4.285174,COMPLIANT
-21.000000,12.000000,1.500000,2.537987,58.336309,4.350612,COMPLIANT
-20.000000,12.000000,1.500000,2.576063,58.336309,4.415883,COMPLIANT
-19.000000,12.000000,1.500000,2.613920,58.336309,4.480777,COMPLIANT
-18.000000,12.000000,1.500000,2.651423,58.336309,4.545064,COMPLIANT
-17.000000,12.000000,1.500000,2.688426,58.336309,4.608495,COMPLIANT
-16.000000,12.000000,1.500000,2.724773,58.336309,4.670801,COMPLIANT
-15.000000,12.000000,1.500000,2.760295,58.336309,4.731692,COMPLIANT
-14.000000,12.000000,1.500000,2.794815,58.336309,4.790866,COMPLIANT
-13.000000,12.000000,1.500000,2.828146,58.336309,4.848003,COMPLIANT
-12.000000,12.000000,1.500000,2.860096,58.336309,4.902772,COMPLIANT
-11.000000,12.000000,1.500000,2.890468,58.336309,4.954835,COMPLIANT
-10.000000,12.000000,1.500000,2.919060,58.336309,5.003847,COMPLIANT
-9.000000,12.000000,1.500000,2.945674,58.336309,5.049469,COMPLIANT
-8.000000,12.000000,1.500000,2.970114,58.336309,5.091364,COMPLIANT
-7.000000,12.000000,1.500000,2.992191,58.336309,5.129209,COMPLIANT
-6.000000,12.000000,1.500000,3.011728,58.336309,5.162700,COMPLIANT
-5.000000,12.000000,1.500000,3.028562,58.336309,5.191557,COMPLIANT
-4.000000,12.000000,1.500000,3.042548,58.336309,5.215530,COMPLIANT
-3.000000,12.000000,1.500000,3.053560,58.336309,5.234407,COMPLIANT
-2.000000,12.000000,1.500000,3.061500,58.336309,5.248017,COMPLIANT
-1.000000,12.000000,1.500000,3.066293,58.336309,5.256234,COMPLIANT
0.000000,12.000000,1.500000,3.067896,58.336309,5.258982,COMPLIANT
1.000000,12.000000,1.500000,3.066293,58.336309,5.256234,COMPLIANT
2.000000,12.000000,1.500000,3.061500,58.336309,5.248017,COMPLIANT
3.000000,12.000000,1.500000,3.053560,58.336309,5.234407,COMPLIANT
4.000000,12.000000,1.500000,3.042548,58.336309,5.215530,COMPLIANT
5.000000,12.000000,1.500000,3.028562,58.336309,5.191557,COMPLIANT
6.000000,12.000000,1.500000,3.011728,58.336309,5.162700,COMPLIANT
7.000000,12.000000,1.500000,2.992191,58.336309,5.129209,COMPLIANT
8.000000,12.000000,1.500000,2.970114,58.336309,5.091364,COMPLIANT
9.000000,12.000000,1.500000,2.945674,58.336309,5.049469,COMPLIANT
10.000000,12.000000,1.500000,2.919060,58.336309,5.003847,COMPLIANT
11.000000,12.000000,1.500000,2.890468,58.336309,4.954835,COMPLIANT
12.000000,12.000000,1.500000,2.860096,58.336309,4.902772,COMPLIANT
13.000000,12.000000,1.500000,2.828146,58.336309,4.848003,COMPLIANT
14.000000,12.000000,1.500000,2.794815,58.336309,4.790866,COMPLIANT
15.000000,12.000000,1.500000,2.760295,58.336309,4.731692,COMPLIANT
16.000000,12.000000,1.500000,2.724773,58.336309,4.670801,COMPLIANT
17.000000,12.000000,1.500000,2.688426,58.336309,4.608495,COMPLIANT
18.000000,12.000000,1.500000,2.651423,58.336309,4.545064,COMPLIANT
19.000000,12.000000,1.500000,2.613920,58.336309,4.480777,COMPLIANT
20.000000,12.000000,1.500000,2.576063,58.336309,4.415883,COMPLIANT
21.000000,12.000000,1.500000,2.537987,58.336309,4.350612,COMPLIANT
22.000000,12.000000,1.500000,2.499812,58.336309,4.285174,COMPLIANT
23.000000,12.000000,1.500000,2.461652,58.336309,4.219759,COMPLIANT
24.000000,12.000000,1.500000,2.423603,58.336309,4.154537,COMPLIANT
25.000000,12.000000,1.500000,2.385756,58.336309,4.089659,COMPLIANT
26.000000,12.000000,1.500000,2.348189,58.336309,4.025261,COMPLIANT
27.000000,12.000000,1.500000,2.310969,58.336309,3.961460,COMPLIANT
28.000000,12.000000,1.500000,2.274158,58.336309,3.898357,COMPLIANT
29.000000,12.000000,1.500000,2.237804,58.336309,3.836040,COMPLIANT
30.000000,12.000000,1.500000,2.201953,58.336309,3.774585,COMPLIANT
31.000000,12.000000,1.500000,2.166641,58.336309,3.714053,COMPLIANT
32.000000,12.000000,1.500000,2.131898,58.336309,3.654495,COMPLIANT
33.000000,12.000000,1.500000,2.097747,58.336309,3.595955,COMPLIANT
34.000000,12.000000,1.500000,2.064209,58.336309,3.538464,COMPLIANT
35.000000,12.000000,1.500000,2.031298,58.336309,3.482048,COMPLIANT
36.000000,12.000000,1.500000,1.999024,58.336309,3.426724,COMPLIANT
37.000000,12.000000,1.500000,1.967395,58.336309,3.372505,COMPLIANT
38.000000,12.000000,1.500000,1.936414,58.336309,3.319397,COMPLIANT
39.000000,12.000000,1.500000,1.906081,58.336309,3.267401,COMPLIANT
40.000000,12.000000,1.500000,1.876397,58.336309,3.216516,COMPLIANT
41.000000,12.000000,1.500000,1.847357,58.336309,3.166735,COMPLIANT
42.000000,12.000000,1.500000,1.818955,58.336309,3.118050,COMPLIANT
43.000000,12.000000,1.500000,1.791186,58.336309,3.070447,COMPLIANT
44.000000,12.000000,1.500000,1.764040,58.336309,3.023914,COMPLIANT
45.000000,12.000000,1.500000,1.737509,58.336309,2.978436,COMPLIANT
46.000000,12.000000,1.500000,1.711584,58.336309,2.933993,COMPLIANT
47.000000,12.000000,1.500000,1.686252,58.336309,2.890569,COMPLIANT
48.000000,12.000000,1.500000,1.661502,58.336309,2.848144,COMPLIANT
49.000000,12.000000,1.500000,1.637324,58.336309,2.806697,COMPLIANT
50.000000,12.000000,1.500000,1.613704,58.336309,2.766208,COMPLIANT
51.000000,12.000000,1.500000,1.590630,58.336309,2.726655,COMPLIANT
52.000000,12.000000,1.500000,1.568090,58.336309,2.688017,COMPLIANT
53.000000,12.000000,1.500000,1.546071,58.336309,2.650272,COMPLIANT
54.000000,12.000000,1.500000,1.524561,58.336309,2.613399,COMPLIANT
55.000000,12.000000,1.500000,1.503546,58.336309,2.577375,COMPLIANT
56.000000,12.000000,1.500000,1.483014,58.336309,2.542180,COMPLIANT
57.000000,12.000000,1.500000,1.462953,58.336309,2.507792,COMPLIANT
58.000000,12.000000,1.500000,1.443351,58.336309,2.474190,COMPLIANT
59.000000,12.000000,1.500000,1.424195,58.336309,2.441352,COMPLIANT
60.000000,12.000000,1.500000,1.405473,58.336309,2.409260,COMPLIANT
61.000000,12.000000,1.500000,1.387174,58.336309,2.377892,COMPLIANT
62.000000,12.000000,1.500000,1.369287,58.336309,2.347229,COMPLIANT
63.000000,12.000000,1.500000,1.351799,58.336309,2.317252,COMPLIANT
64.000000,12.000000,1.500000,1.334701,58.336309,2.287942,COMPLIANT
65.000000,12.000000,1.500000,1.317981,58.336309,2.259280,COMPLIANT
66.000000,12.000000,1.500000,1.301629,58.336309,2.231250,COMPLIANT
67.000000,12.000000,1.500000,1.285634,58.336309,2.203832,COMPLIANT
68.000000,12.000000,1.500000,1.269988,58.336309,2.177011,COMPLIANT
69.000000,12.000000,1.500000,1.254679,58.336309,2.150769,COMPLIANT
70.000000,12.000000,1.500000,1.239700,58.336309,2.125091,COMPLIANT
71.000000,12.000000,1.500000,1.225040,58.336309,2.099962,COMPLIANT
72.000000,12.000000,1.500000,1.210691,58.336309,2.075365,COMPLIANT
73.000000,12.000000,1.500000,1.196644,58.336309,2.051286,COMPLIANT
74.000000,12.000000,1.500000,1.182892,58.336309,2.027711,COMPLIANT
75.000000,12.000000,1.500000,1.169424,58.336309,2.004625,COMPLIANT
76.000000,12.000000,1.500000,1.156235,58.336309,1.982017,COMPLIANT
77.000000,12.000000,1.500000,1.143317,58.336309,1.959871,COMPLIANT
78.000000,12.000000,1.500000,1.130661,58.336309,1.938177,COMPLIANT
79.000000,12.000000,1.500000,1.118261,58.336309,1.916921,COMPLIANT
80.000000,12.000000,1.500000,1.106110,58.336309,1.896091,COMPLIANT
81.000000,12.000000,1.500000,1.094200,58.336309,1.875676,COMPLIANT
82.000000,12.000000,1.500000,1.082527,58.336309,1.855666,COMPLIANT
83.000000,12.000000,1.500000,1.071083,58.336309,1.836048,COMPLIANT
84.000000,12.000000,1.500000,1.059862,58.336309,1.816813,COMPLIANT
85.000000,12.000000,1.500000,1.048858,58.336309,1.797950,COMPLIANT
86.000000,12.000000,1.500000,1.038065,58.336309,1.779450,COMPLIANT
87.000000,12.000000,1.500000,1.027479,58.336309,1.761302,COMPLIANT
88.000000,12.000000,1.500000,1.017093,58.336309,1.743498,COMPLIANT
89.000000,12.000000,1.500000,1.006902,58.336309,1.726029,COMPLIANT
90.000000,12.000000,1.500000,0.996901,58.336309,1.708886,COMPLIANT
91.000000,12.000000,1.500000,0.987086,58.336309,1.692061,COMPLIANT
92.000000,12.000000,1.500000,0.977451,58.336309,1.675545,COMPLIANT
93.000000,12.000000,1.500000,0.967993,58.336309,1.659331,COMPLIANT
94.000000,12.000000,1.500000,0.958705,58.336309,1.643411,COMPLIANT
95.000000,12.000000,1.500000,0.949585,58.336309,1.627777,COMPLIANT
96.000000,12.000000,1.500000,0.940628,58.336309,1.612423,COMPLIANT
97.000000,12.000000,1.500000,0.931830,58.336309,1.597341,COMPLIANT
98.000000,12.000000,1.500000,0.923186,58.336309,1.582524,COMPLIANT
99.000000,12.000000,1.500000,0.914694,58.336309,1.567967,COMPLIANT
100.000000,12.000000,1.500000,0.906349,58.336309,1.553662,COMPLIANT
-100.000000,13.000000,1.500000,0.905317,58.336309,1.551892,COMPLIANT
-99.000000,13.000000,1.500000,0.913633,58.336309,1.566148,COMPLIANT
-98.000000,13.000000,1.500000,0.922095,58.336309,1.580654,COMPLIANT
-97.000000,13.000000,1.500000,0.930708,58.336309,1.595418,COMPLIANT
-96.000000,13.000000,1.500000,0.939474,58.336309,1.610445,COMPLIANT
-95.000000,13.000000,1.500000,0.948398,58.336309,1.625742,COMPLIANT
-94.000000,13.000000,1.500000,0.957484,58.336309,1.641317,COMPLIANT
-93.000000,13.000000,1.500000,0.966735,58.336309,1.657176,COMPLIANT
-92.000000,13.000000,1.500000,0.976157,58.336309,1.673327,COMPLIANT
-91.000000,13.000000,1.500000,0.985753,58.336309,1.689776,COMPLIANT
-90.000000,13.000000,1.500000,0.995528,58.336309,1.706533,COMPLIANT
-89.000000,13.000000,1.500000,1.005487,58.336309,1.723604,COMPLIANT
-88.000000,13.000000,1.500000,1.015634,58.336309,1.740999,COMPLIANT
-87.000000,13.000000,1.500000,1.025975,58.336309,1.758725,COMPLIANT
-86.000000,13.000000,1.500000,1.036515,58.336309,1.776792,COMPLIANT
-85.000000,13.000000,1.500000,1.047259,58.336309,1.795209,COMPLIANT
-84.000000,13.000000,1.500000,1.058212,58.336309,1.813985,COMPLIANT
-83.000000,13.000000,1.500000,1.069380,58.336309,1.833130,COMPLIANT
-82.000000,13.000000,1.500000,1.080769,58.336309,1.852653,COMPLIANT
-81.000000,13.000000,1.500000,1.092385,58.336309,1.872565,COMPLIANT
-80.000000,13.000000,1.500000,1.104235,58.336309,1.892877,COMPLIANT
-79.000000,13.000000,1.500000,1.116324,58.336309,1.913600,COMPLIANT
-78.000000,13.000000,1.500000,1.128659,58.336309,1.934745,COMPLIANT
-77.000000,13.000000,1.500000,1.141247,58.336309,1.956323,COMPLIANT
-76.000000,13.000000,1.500000,1.154095,58.336309,1.978347,COMPLIANT
-75.000000,13.000000,1.500000,1.167210,58.336309,2.000829,COMPLIANT
-74.000000,13.000000,1.500000,1.180599,58.336309,2.023781,COMPLIANT
-73.000000,13.000000,1.500000,1.194272,58.336309,2.047218,COMPLIANT
-72.000000,13.000000,1.500000,1.208234,58.336309,2.071152,COMPLIANT
-71.000000,13.000000,1.500000,1.222495,58.336309,2.095598,COMPLIANT
-70.000000,13.000000,1.500000,1.237062,58.336309,2.120570,COMPLIANT
-69.000000,13.000000,1.500000,1.251945,58.336309,2.146082,COMPLIANT
-68.000000,13.000000,1.500000,1.267152,58.336309,2.172151,COMPLIANT
-67.000000,13.000000,1.500000,1.282693,58.336309,2.198790,COMPLIANT
-66.000000,13.000000,1.500000,1.298577,58.336309,2.226018,COMPLIANT
-65.000000,13.000000,1.500000,1.314813,58.336309,2.253849,COMPLIANT
-64.000000,13.000000,1.500000,1.331411,58.336309,2.282302,COMPLIANT
-63.000000,13.000000,1.500000,1.348382,58.336309,2.311393,COMPLIANT
-62.000000,13.000000,1.500000,1.365735,58.336309,2.341141,COMPLIANT
-61.000000,13.000000,1.500000,1.383482,58.336309,2.371562,COMPLIANT
-60.000000,13.000000,1.500000,1.401633,58.336309,2.402677,COMPLIANT
-59.000000,13.000000,1.500000,1.420200,58.336309,2.434504,COMPLIANT
-58.000000,13.000000,1.500000,1.439193,58.336309,2.467062,COMPLIANT
-57.000000,13.000000,1.500000,1.458624,58.336309,2.500371,COMPLIANT
-56.000000,13.000000,1.500000,1.478505,58.336309,2.534450,COMPLIANT
-55.000000,13.000000,1.500000,1.498847,58.336309,2.569321,COMPLIANT
-54.000000,13.000000,1.500000,1.519663,58.336309,2.605003,COMPLIANT
-53.000000,13.000000,1.500000,1.540964,58.336309,2.641517,COMPLIANT
-52.000000,13.000000,1.500000,1.562762,58.336309,2.678884,COMPLIANT
-51.000000,13.000000,1.500000,1.585070,58.336309,2.717124,COMPLIANT
-50.000000,13.000000,1.500000,1.607899,58.336309,2.756258,COMPLIANT
-49.000000,13.000000,1.500000,1.631261,58.336309,2.796305,COMPLIANT
-48.000000,13.000000,1.500000,1.655168,58.336309,2.837287,COMPLIANT
-47.000000,13.000000,1.500000,1.679632,58.336309,2.879221,COMPLIANT
-46.000000,13.000000,1.500000,1.704662,58.336309,2.922128,COMPLIANT
-45.000000,13.000000,1.500000,1.730270,58.336309,2.966025,COMPLIANT
-44.000000,13.000000,1.500000,1.756465,58.336309,3.010930,COMPLIANT
-43.000000,13.000000,1.500000,1.783257,58.336309,3.056856,COMPLIANT
-42.000000,13.000000,1.500000,1.810654,58.336309,3.103820,COMPLIANT
-41.000000,13.000000,1.500000,1.838662,58.336309,3.151832,COMPLIANT
-40.000000,13.000000,1.500000,1.867288,58.336309,3.200902,COMPLIANT
-39.000000,13.000000,1.500000,1.896536,58.336309,3.251038,COMPLIANT
-38.000000,13.000000,1.500000,1.926407,58.336309,3.302244,COMPLIANT
-37.000000,13.000000,1.500000,1.956903,58.336309,3.354520,COMPLIANT
-36.000000,13.000000,1.500000,1.988021,58.336309,3.407863,COMPLIANT
-35.000000,13.000000,1.500000,2.019756,58.336309,3.462263,COMPLIANT
-34.000000,13.000000,1.500000,2.052101,58.336309,3.517708,COMPLIANT
-33.000000,13.000000,1.500000,2.085043,58.336309,3.574177,COMPLIANT
-32.000000,13.000000,1.500000,2.118567,58.336309,3.631643,COMPLIANT
-31.000000,13.000000,1.500000,2.152652,58.336309,3.690072,COMPLIANT
-30.000000,13.000000,1.500000,2.187274,58.336309,3.749421,COMPLIANT
-29.000000,13.000000,1.500000,2.222401,58.336309,3.809636,COMPLIANT
-28.000000,13.000000,1.500000,2.257996,58.336309,3.870654,COMPLIANT
-27.000000,13.000000,1.500000,2.294017,58.336309,3.932399,COMPLIANT
-26.000000,13.000000,1.500000,2.330410,58.336309,3.994785,COMPLIANT
-25.000000,13.000000,1.500000,2.367117,58.336309,4.057709,COMPLIANT
-24.000000,13.000000,1.500000,2.404071,58.336309,4.121053,COMPLIANT
-23.000000,13.000000,1.500000,2.441192,58.336309,4.184687,COMPLIANT
-22.000000,13.000000,1.500000,2.478395,58.336309,4.248460,COMPLIANT
-21.000000,13.000000,1.500000,2.515582,58.336309,4.312205,COMPLIANT
-20.000000,13.000000,1.500000,2.552644,58.336309,4.375738,COMPLIANT
-19.000000,13.000000,1.500000,2.589463,58.336309,4.438852,COMPLIANT
-18.000000,13.000000,1.500000,2.625908,58.336309,4.501327,COMPLIANT
-17.000000,13.000000,1.500000,2.661839,58.336309,4.562920,COMPLIANT
-16.000000,13.000000,1.500000,2.697104,58.336309,4.623370,COMPLIANT
-15.000000,13.000000,1.500000,2.731541,58.336309,4.682403,COMPLIANT
-14.000000,13.000000,1.500000,2.764980,58.336309,4.739724,COMPLIANT
-13.000000,13.000000,1.500000,2.797243,58.336309,4.795030,COMPLIANT
-12.000000,13.000000,1.500000,2.828146,58.336309,4.848003,COMPLIANT
