x,y,z,field_value_v_m,limit_v_m,percentage_of_limit,status
-82.000000,-45.000000,1.500000,0.970217,58.336309,1.663145,COMPLIANT
-81.000000,-45.000000,1.500000,0.978595,58.336309,1.677505,COMPLIANT
-80.000000,-45.000000,1.500000,0.987086,58.336309,1.692061,COMPLIANT
-79.000000,-45.000000,1.500000,0.995693,58.336309,1.706815,COMPLIANT
-78.000000,-45.000000,1.500000,1.004416,58.336309,1.721768,COMPLIANT
-77.000000,-45.000000,1.500000,1.013257,58.336309,1.736923,COMPLIANT
-76.000000,-45.000000,1.500000,1.022216,58.336309,1.752282,COMPLIANT
-75.000000,-45.000000,1.500000,1.031296,58.336309,1.767846,COMPLIANT
-74.000000,-45.000000,1.500000,1.040497,58.336309,1.783619,COMPLIANT
-73.000000,-45.000000,1.500000,1.049820,58.336309,1.799600,COMPLIANT
-72.000000,-45.000000,1.500000,1.059267,58.336309,1.815793,COMPLIANT
-71.000000,-45.000000,1.500000,1.068837,58.336309,1.832199,COMPLIANT
-70.000000,-45.000000,1.500000,1.078532,58.336309,1.848818,COMPLIANT
-69.000000,-45.000000,1.500000,1.088353,58.336309,1.865652,COMPLIANT
-68.000000,-45.000000,1.500000,1.098299,58.336309,1.882702,COMPLIANT
-67.000000,-45.000000,1.500000,1.108372,58.336309,1.899969,COMPLIANT
-66.000000,-45.000000,1.500000,1.118572,58.336309,1.917454,COMPLIANT
-65.000000,-45.000000,1.500000,1.128898,58.336309,1.935156,COMPLIANT
-64.000000,-45.000000,1.500000,1.139352,58.336309,1.953075,COMPLIANT
-63.000000,-45.000000,1.500000,1.149933,58.336309,1.971213,COMPLIANT
-62.000000,-45.000000,1.500000,1.160640,58.336309,1.989567,COMPLIANT
-61.000000,-45.000000,1.500000,1.171473,58.336309,2.008137,COMPLIANT
-60.000000,-45.000000,1.500000,1.182432,58.336309,2.026923,COMPLIANT
-59.000000,-45.000000,1.500000,1.193515,58.336309,2.045922,COMPLIANT
-58.000000,-45.000000,1.500000,1.204722,58.336309,2.065132,COMPLIANT
-57.000000,-45.000000,1.500000,1.216050,58.336309,2.084551,COMPLIANT
-56.000000,-45.000000,1.500000,1.227499,58.336309,2.104176,COMPLIANT
-55.000000,-45.000000,1.500000,1.239065,58.336309,2.124004,COMPLIANT
-54.000000,-45.000000,1.500000,1.250748,58.336309,2.144030,COMPLIANT
-53.000000,-45.000000,1.500000,1.262543,58.336309,2.164250,COMPLIANT
-52.000000,-45.000000,1.500000,1.274449,58.336309,2.184658,COMPLIANT
-51.000000,-45.000000,1.500000,1.286461,58.336309,2.205250,COMPLIANT
-50.000000,-45.000000,1.500000,1.298577,58.336309,2.226018,COMPLIANT
-49.000000,-45.000000,1.500000,1.310790,58.336309,2.246955,COMPLIANT
-48.000000,-45.000000,1.500000,1.323098,58.336309,2.268052,COMPLIANT
-47.000000,-45.000000,1.500000,1.335494,58.336309,2.289302,COMPLIANT
-46.000000,-45.000000,1.500000,1.347973,58.336309,2.310693,COMPLIANT
-45.000000,-45.000000,1.500000,1.360529,58.336309,2.332216,COMPLIANT
-44.000000,-45.000000,1.500000,1.373154,58.336309,2.353858,COMPLIANT
-43.000000,-45.000000,1.500000,1.385842,58.336309,2.375608,COMPLIANT
-42.000000,-45.000000,1.500000,1.398584,58.336309,2.397450,COMPLIANT
-41.000000,-45.000000,1.500000,1.411371,58.336309,2.419370,COMPLIANT
-40.000000,-45.000000,1.500000,1.424195,58.336309,2.441352,COMPLIANT
-39.000000,-45.000000,1.500000,1.437045,58.336309,2.463380,COMPLIANT
-38.000000,-45.000000,1.500000,1.449910,58.336309,2.485433,COMPLIANT
-37.000000,-45.000000,1.500000,1.462779,58.336309,2.507494,COMPLIANT
-36.000000,-45.000000,1.500000,1.475640,58.336309,2.529540,COMPLIANT
-35.000000,-45.000000,1.500000,1.488480,58.336309,2.551550,COMPLIANT
-34.000000,-45.000000,1.500000,1.501285,58.336309,2.573500,COMPLIANT
-33.000000,-45.000000,1.500000,1.514040,58.336309,2.595365,COMPLIANT
-32.000000,-45.000000,1.500000,1.526731,58.336309,2.617119,COMPLIANT
-31.000000,-45.000000,1.500000,1.539340,58.336309,2.638734,COMPLIANT
-30.000000,-45.000000,1.500000,1.551852,58.336309,2.660182,COMPLIANT
-29.000000,-45.000000,1.500000,1.564249,58.336309,2.681432,COMPLIANT
-28.000000,-45.000000,1.500000,1.576511,58.336309,2.702453,COMPLIANT
-27.000000,-45.000000,1.500000,1.588622,58.336309,2.723212,COMPLIANT
-26.000000,-45.000000,1.500000,1.600560,58.336309,2.743676,COMPLIANT
-25.000000,-45.000000,1.500000,1.612305,58.336309,2.763810,COMPLIANT
-24.000000,-45.000000,1.500000,1.623837,58.336309,2.783578,COMPLIANT
-23.000000,-45.000000,1.500000,1.635133,58.336309,2.802943,COMPLIANT
-22.000000,-45.000000,1.500000,1.646173,58.336309,2.821868,COMPLIANT
-21.000000,-45.000000,1.500000,1.656934,58.336309,2.840314,COMPLIANT
-20.000000,-45.000000,1.500000,1.667394,58.336309,2.858244,COMPLIANT
-19.000000,-45.000000,1.500000,1.677530,58.336309,2.875618,COMPLIANT
-18.000000,-45.000000,1.500000,1.687318,58.336309,2.892398,COMPLIANT
-17.000000,-45.000000,1.500000,1.696737,58.336309,2.908544,COMPLIANT
-16.000000,-45.000000,1.500000,1.705764,58.336309,2.924017,COMPLIANT
-15.000000,-45.000000,1.500000,1.714376,58.336309,2.938780,COMPLIANT
-14.000000,-45.000000,1.500000,1.722552,58.336309,2.952795,COMPLIANT
-13.000000,-45.000000,1.500000,1.730270,58.336309,2.966025,COMPLIANT
-12.000000,-45.000000,1.500000,1.737509,58.336309,2.978436,COMPLIANT
-11.000000,-45.000000,1.500000,1.744251,58.336309,2.989992,COMPLIANT
-10.000000,-45.000000,1.500000,1.750475,58.336309,3.000661,COMPLIANT
-9.000000,-45.000000,1.500000,1.756164,58.336309,3.010414,COMPLIANT
-8.000000,-45.000000,1.500000,1.761302,58.336309,3.019221,COMPLIANT
-7.000000,-45.000000,1.500000,1.765873,58.336309,3.027056,COMPLIANT
-6.000000,-45.000000,1.500000,1.769863,58.336309,3.033896,COMPLIANT
-5.000000,-45.000000,1.500000,1.773261,58.336309,3.039720,COMPLIANT
-4.000000,-45.000000,1.500000,1.776055,58.336309,3.044511,COMPLIANT
-3.000000,-45.000000,1.500000,1.778238,58.336309,3.048252,COMPLIANT
-2.000000,-45.000000,1.500000,1.779802,58.336309,3.050933,COMPLIANT
-1.000000,-45.000000,1.500000,1.780742,58.336309,3.052545,COMPLIANT
0.000000,-45.000000,1.500000,1.781056,58.336309,3.053083,COMPLIANT
1.000000,-45.000000,1.500000,1.780742,58.336309,3.052545,COMPLIANT
2.000000,-45.000000,1.500000,1.779802,58.336309,3.050933,COMPLIANT
3.000000,-45.000000,1.500000,1.778238,58.336309,3.048252,COMPLIANT
4.000000,-45.000000,1.500000,1.776055,58.336309,3.044511,COMPLIANT
5.000000,-45.000000,1.500000,1.773261,58.336309,3.039720,COMPLIANT
6.000000,-45.000000,1.500000,1.769863,58.336309,3.033896,COMPLIANT
7.000000,-45.000000,1.500000,1.765873,58.336309,3.027056,COMPLIANT
8.000000,-45.000000,1.500000,1.761302,58.336309,3.019221,COMPLIANT
9.000000,-45.000000,1.500000,1.756164,58.336309,3.010414,COMPLIANT
10.000000,-45.000000,1.500000,1.750475,58.336309,3.000661,COMPLIANT
11.000000,-45.000000,1.500000,1.744251,58.336309,2.989992,COMPLIANT
12.000000,-45.000000,1.500000,1.737509,58.336309,2.978436,COMPLIANT
13.000000,-45.000000,1.500000,1.730270,58.336309,2.966025,COMPLIANT
14.000000,-45.000000,1.500000,1.722552,58.336309,2.952795,COMPLIANT
15.000000,-45.000000,1.500000,1.714376,58.336309,2.938780,COMPLIANT
16.000000,-45.000000,1.500000,1.705764,58.336309,2.924017,COMPLIANT
17.000000,-45.000000,1.500000,1.696737,58.336309,2.908544,COMPLIANT
18.000000,-45.000000,1.500000,1.687318,58.336309,2.892398,COMPLIANT
19.000000,-45.000000,1.500000,1.677530,58.336309,2.875618,COMPLIANT
20.000000,-45.000000,1.500000,1.667394,58.336309,2.858244,COMPLIANT
21.000000,-45.000000,1.500000,1.656934,58.336309,2.840314,COMPLIANT
22.000000,-45.000000,1.500000,1.646173,58.336309,2.821868,COMPLIANT
23.000000,-45.000000,1.500000,1.635133,58.336309,2.802943,COMPLIANT
24.000000,-45.000000,1.500000,1.623837,58.336309,2.783578,COMPLIANT
25.000000,-45.000000,1.500000,1.612305,58.336309,2.763810,COMPLIANT
26.000000,-45.000000,1.500000,1.600560,58.336309,2.743676,COMPLIANT
27.000000,-45.000000,1.500000,1.588622,58.336309,2.723212,COMPLIANT
28.000000,-45.000000,1.500000,1.576511,58.336309,2.702453,COMPLIANT
29.000000,-45.000000,1.500000,1.564249,58.336309,2.681432,COMPLIANT
30.000000,-45.000000,1.500000,1.551852,58.336309,2.660182,COMPLIANT
31.000000,-45.000000,1.500000,1.539340,58.336309,2.638734,COMPLIANT
32.000000,-45.000000,1.500000,1.526731,58.336309,2.617119,COMPLIANT
33.000000,-45.000000,1.500000,1.514040,58.336309,2.595365,COMPLIANT
34.000000,-45.000000,1.500000,1.501285,58.336309,2.573500,COMPLIANT
35.000000,-45.000000,1.500000,1.488480,58.336309,2.551550,COMPLIANT
36.000000,-45.000000,1.500000,1.475640,58.336309,2.529540,COMPLIANT
37.000000,-45.000000,1.500000,1.462779,58.336309,2.507494,COMPLIANT
38.000000,-45.000000,1.500000,1.449910,58.336309,2.485433,COMPLIANT
39.000000,-45.000000,1.500000,1.437045,58.336309,2.463380,COMPLIANT
40.000000,-45.000000,1.500000,1.424195,58.336309,2.441352,COMPLIANT
41.000000,-45.000000,1.500000,1.411371,58.336309,2.419370,COMPLIANT
42.000000,-45.000000,1.500000,1.398584,58.336309,2.397450,COMPLIANT
43.000000,-45.000000,1.500000,1.385842,58.336309,2.375608,COMPLIANT
44.000000,-45.000000,1.500000,1.373154,58.336309,2.353858,COMPLIANT
45.000000,-45.000000,1.500000,1.360529,58.336309,2.332216,COMPLIANT
46.000000,-45.000000,1.500000,1.347973,58.336309,2.310693,COMPLIANT
47.000000,-45.000000,1.500000,1.335494,58.336309,2.289302,COMPLIANT
48.000000,-45.000000,1.500000,1.323098,58.336309,2.268052,COMPLIANT
49.000000,-45.000000,1.500000,1.310790,58.336309,2.246955,COMPLIANT
50.000000,-45.000000,1.500000,1.298577,58.336309,2.226018,COMPLIANT
51.000000,-45.000000,1.500000,1.286461,58.336309,2.205250,COMPLIANT
52.000000,-45.000000,1.500000,1.274449,58.336309,2.184658,COMPLIANT
53.000000,-45.000000,1.500000,1.262543,58.336309,2.164250,COMPLIANT
54.000000,-45.000000,1.500000,1.250748,58.336309,2.144030,COMPLIANT
55.000000,-45.000000,1.500000,1.239065,58.336309,2.124004,COMPLIANT
56.000000,-45.000000,1.500000,1.227499,58.336309,2.104176,COMPLIANT
57.000000,-45.000000,1.500000,1.216050,58.336309,2.084551,COMPLIANT
58.000000,-45.000000,1.500000,1.204722,58.336309,2.065132,COMPLIANT
59.000000,-45.000000,1.500000,1.193515,58.336309,2.045922,COMPLIANT
60.000000,-45.000000,1.500000,1.182432,58.336309,2.026923,COMPLIANT
61.000000,-45.000000,1.500000,1.171473,58.336309,2.008137,COMPLIANT
62.000000,-45.000000,1.500000,1.160640,58.336309,1.989567,COMPLIANT
63.000000,-45.000000,1.500000,1.149933,58.336309,1.971213,COMPLIANT
64.000000,-45.000000,1.500000,1.139352,58.336309,1.953075,COMPLIANT
65.000000,-45.000000,1.500000,1.128898,58.336309,1.935156,COMPLIANT
66.000000,-45.000000,1.500000,1.118572,58.336309,1.917454,COMPLIANT
67.000000,-45.000000,1.500000,1.108372,58.336309,1.899969,COMPLIANT
68.000000,-45.000000,1.500000,1.098299,58.336309,1.882702,COMPLIANT
69.000000,-45.000000,1.500000,1.088353,58.336309,1.865652,COMPLIANT
70.000000,-45.000000,1.500000,1.078532,58.336309,1.848818,COMPLIANT
71.000000,-45.000000,1.500000,1.068837,58.336309,1.832199,COMPLIANT
72.000000,-45.000000,1.500000,1.059267,58.336309,1.815793,COMPLIANT
73.000000,-45.000000,1.500000,1.049820,58.336309,1.799600,COMPLIANT
74.000000,-45.000000,1.500000,1.040497,58.336309,1.783619,COMPLIANT
75.000000,-45.000000,1.500000,1.031296,58.336309,1.767846,COMPLIANT
76.000000,-45.000000,1.500000,1.022216,58.336309,1.752282,COMPLIANT
77.000000,-45.000000,1.500000,1.013257,58.336309,1.736923,COMPLIANT
78.000000,-45.000000,1.500000,1.004416,58.336309,1.721768,COMPLIANT
79.000000,-45.000000,1.500000,0.995693,58.336309,1.706815,COMPLIANT
80.000000,-45.000000,1.500000,0.987086,58.336309,1.692061,COMPLIANT
81.000000,-45.000000,1.500000,0.978595,58.336309,1.677505,COMPLIANT
82.000000,-45.000000,1.500000,0.970217,58.336309,1.663145,COMPLIANT
83.000000,-45.000000,1.500000,0.961953,58.336309,1.648977,COMPLIANT
84.000000,-45.000000,1.500000,0.953799,58.336309,1.635001,COMPLIANT
85.000000,-45.000000,1.500000,0.945755,58.336309,1.621212,COMPLIANT
86.000000,-45.000000,1.500000,0.937820,58.336309,1.607610,COMPLIANT
87.000000,-45.000000,1.500000,0.929992,58.336309,1.594191,COMPLIANT
88.000000,-45.000000,1.500000,0.922270,58.336309,1.580953,COMPLIANT
89.000000,-45.000000,1.500000,0.914651,58.336309,1.567894,COMPLIANT
90.000000,-45.000000,1.500000,0.907136,58.336309,1.555011,COMPLIANT
91.000000,-45.000000,1.500000,0.899722,58.336309,1.542301,COMPLIANT
92.000000,-45.000000,1.500000,0.892407,58.336309,1.529763,COMPLIANT
93.000000,-45.000000,1.500000,0.885192,58.336309,1.517394,COMPLIANT
94.000000,-45.000000,1.500000,0.878073,58.336309,1.505191,COMPLIANT
95.000000,-45.000000,1.500000,0.871049,58.336309,1.493152,COMPLIANT
96.000000,-45.000000,1.500000,0.864120,58.336309,1.481274,COMPLIANT
97.000000,-45.000000,1.500000,0.857284,58.336309,1.469555,COMPLIANT
98.000000,-45.000000,1.500000,0.850539,58.336309,1.457993,COMPLIANT
99.000000,-45.000000,1.500000,0.843884,58.336309,1.446585,COMPLIANT
100.000000,-45.000000,1.500000,0.837318,58.336309,1.435329,COMPLIANT
-100.000000,-44.000000,1.500000,0.840236,58.336309,1.440330,COMPLIANT
-99.000000,-44.000000,1.500000,0.846871,58.336309,1.451706,COMPLIANT
-98.000000,-44.000000,1.500000,0.853598,58.336309,1.463236,COMPLIANT
-97.000000,-44.000000,1.500000,0.860416,58.336309,1.474924,COMPLIANT
-96.000000,-44.000000,1.500000,0.867329,58.336309,1.486773,COMPLIANT
-95.000000,-44.000000,1.500000,0.874336,58.336309,1.498785,COMPLIANT
-94.000000,-44.000000,1.500000,0.881439,58.336309,1.510962,COMPLIANT
-93.000000,-44.000000,1.500000,0.888641,58.336309,1.523307,COMPLIANT
-92.000000,-44.000000,1.500000,0.895942,58.336309,1.535823,COMPLIANT
-91.000000,-44.000000,1.500000,0.903344,58.336309,1.548511,COMPLIANT
-90.000000,-44.000000,1.500000,0.910849,58.336309,1.561376,COMPLIANT
-89.000000,-44.000000,1.500000,0.918458,58.336309,1.574420,COMPLIANT
-88.000000,-44.000000,1.500000,0.926173,58.336309,1.587644,COMPLIANT
-87.000000,-44.000000,1.500000,0.933995,58.336309,1.601052,COMPLIANT
-86.000000,-44.000000,1.500000,0.941925,58.336309,1.614646,COMPLIANT
-85.000000,-44.000000,1.500000,0.949966,58.336309,1.628430,COMPLIANT
-84.000000,-44.000000,1.500000,0.958118,58.336309,1.642405,COMPLIANT
-83.000000,-44.000000,1.500000,0.966384,58.336309,1.656574,COMPLIANT
-82.000000,-44.000000,1.500000,0.974765,58.336309,1.670940,COMPLIANT
-81.000000,-44.000000,1.500000,0.983261,58.336309,1.685505,COMPLIANT
-80.000000,-44.000000,1.500000,0.991876,58.336309,1.700272,COMPLIANT
-79.000000,-44.000000,1.500000,1.000610,58.336309,1.715243,COMPLIANT
-78.000000,-44.000000,1.500000,1.009464,58.336309,1.730421,COMPLIANT
-77.000000,-44.000000,1.500000,1.018440,58.336309,1.745808,COMPLIANT
-76.000000,-44.000000,1.500000,1.027539,58.336309,1.761405,COMPLIANT
-75.000000,-44.000000,1.500000,1.036763,58.336309,1.777217,COMPLIANT
-74.000000,-44.000000,1.500000,1.046112,58.336309,1.793244,COMPLIANT
-73.000000,-44.000000,1.500000,1.055588,58.336309,1.809488,COMPLIANT
-72.000000,-44.000000,1.500000,1.065193,58.336309,1.825951,COMPLIANT
-71.000000,-44.000000,1.500000,1.074926,58.336309,1.842636,COMPLIANT
-70.000000,-44.000000,1.500000,1.084789,58.336309,1.859544,COMPLIANT
-69.000000,-44.000000,1.500000,1.094783,58.336309,1.876675,COMPLIANT
-68.000000,-44.000000,1.500000,1.104909,58.336309,1.894032,COMPLIANT
-67.000000,-44.000000,1.500000,1.115166,58.336309,1.911616,COMPLIANT
-66.000000,-44.000000,1.500000,1.125556,58.336309,1.929427,COMPLIANT
-65.000000,-44.000000,1.500000,1.136080,58.336309,1.947466,COMPLIANT
-64.000000,-44.000000,1.500000,1.146736,58.336309,1.965733,COMPLIANT
-63.000000,-44.000000,1.500000,1.157526,58.336309,1.984228,COMPLIANT
-62.000000,-44.000000,1.500000,1.168448,58.336309,2.002952,COMPLIANT
-61.000000,-44.000000,1.500000,1.179504,58.336309,2.021904,COMPLIANT
-60.000000,-44.000000,1.500000,1.190692,58.336309,2.041082,COMPLIANT
-59.000000,-44.000000,1.500000,1.202011,58.336309,2.060485,COMPLIANT
-58.000000,-44.000000,1.500000,1.213461,58.336309,2.080113,COMPLIANT
-57.000000,-44.000000,1.500000,1.225040,58.336309,2.099962,COMPLIANT
-56.000000,-44.000000,1.500000,1.236747,58.336309,2.120029,COMPLIANT
-55.000000,-44.000000,1.500000,1.248579,58.336309,2.140313,COMPLIANT
-54.000000,-44.000000,1.500000,1.260536,58.336309,2.160808,COMPLIANT
-53.000000,-44.000000,1.500000,1.272613,58.336309,2.181511,COMPLIANT
-52.000000,-44.000000,1.500000,1.284809,58.336309,2.202417,COMPLIANT
-51.000000,-44.000000,1.500000,1.297119,58.336309,2.223520,COMPLIANT
-50.000000,-44.000000,1.500000,1.309541,58.336309,2.244813,COMPLIANT
-49.000000,-44.000000,1.500000,1.322070,58.336309,2.266290,COMPLIANT
-48.000000,-44.000000,1.500000,1.334701,58.336309,2.287942,COMPLIANT
-47.000000,-44.000000,1.500000,1.347429,58.336309,2.309761,COMPLIANT
-46.000000,-44.000000,1.500000,1.360249,58.336309,2.331737,COMPLIANT
-45.000000,-44.000000,1.500000,1.373154,58.336309,2.353858,COMPLIANT
-44.000000,-44.000000,1.500000,1.386138,58.336309,2.376115,COMPLIANT
-43.000000,-44.000000,1.500000,1.399192,58.336309,2.398492,COMPLIANT
-42.000000,-44.000000,1.500000,1.412309,58.336309,2.420978,COMPLIANT
-41.000000,-44.000000,1.500000,1.425480,58.336309,2.443556,COMPLIANT
-40.000000,-44.000000,1.500000,1.438696,58.336309,2.466211,COMPLIANT
-39.000000,-44.000000,1.500000,1.451946,58.336309,2.488924,COMPLIANT
-38.000000,-44.000000,1.500000,1.465220,58.336309,2.511677,COMPLIANT
-37.000000,-44.000000,1.500000,1.478505,58.336309,2.534450,COMPLIANT
-36.000000,-44.000000,1.500000,1.491789,58.336309,2.557222,COMPLIANT
-35.000000,-44.000000,1.500000,1.505059,58.336309,2.579969,COMPLIANT
-34.000000,-44.000000,1.500000,1.518300,58.336309,2.602667,COMPLIANT
-33.000000,-44.000000,1.500000,1.531498,58.336309,2.625291,COMPLIANT
-32.000000,-44.000000,1.500000,1.544636,58.336309,2.647812,COMPLIANT
-31.000000,-44.000000,1.500000,1.557698,58.336309,2.670204,COMPLIANT
-30.000000,-44.000000,1.500000,1.570667,58.336309,2.692434,COMPLIANT
-29.000000,-44.000000,1.500000,1.583524,58.336309,2.714473,COMPLIANT
-28.000000,-44.000000,1.500000,1.596249,58.336309,2.736287,COMPLIANT
-27.000000,-44.000000,1.500000,1.608824,58.336309,2.757843,COMPLIANT
-26.000000,-44.000000,1.500000,1.621226,58.336309,2.779103,COMPLIANT
-25.000000,-44.000000,1.500000,1.633436,58.336309,2.800033,COMPLIANT
-24.000000,-44.000000,1.500000,1.645430,58.336309,2.820594,COMPLIANT
-23.000000,-44.000000,1.500000,1.657187,58.336309,2.840748,COMPLIANT
-22.000000,-44.000000,1.500000,1.668683,58.336309,2.860454,COMPLIANT
-21.000000,-44.000000,1.500000,1.679895,58.336309,2.879673,COMPLIANT
-20.000000,-44.000000,1.500000,1.690798,58.336309,2.898363,COMPLIANT
-19.000000,-44.000000,1.500000,1.701369,58.336309,2.916484,COMPLIANT
-18.000000,-44.000000,1.500000,1.711584,58.336309,2.933993,COMPLIANT
-17.000000,-44.000000,1.500000,1.721417,58.336309,2.950850,COMPLIANT
-16.000000,-44.000000,1.500000,1.730846,58.336309,2.967013,COMPLIANT
-15.000000,-44.000000,1.500000,1.739845,58.336309,2.982440,COMPLIANT
-14.000000,-44.000000,1.500000,1.748393,58.336309,2.997092,COMPLIANT
-13.000000,-44.000000,1.500000,1.756465,58.336309,3.010930,COMPLIANT
-12.000000,-44.000000,1.500000,1.764040,58.336309,3.023914,COMPLIANT
-11.000000,-44.000000,1.500000,1.771096,58.336309,3.036010,COMPLIANT
-10.000000,-44.000000,1.500000,1.777613,58.336309,3.047182,COMPLIANT
-9.000000,-44.000000,1.500000,1.783572,58.336309,3.057396,COMPLIANT
-8.000000,-44.000000,1.500000,1.788955,58.336309,3.066623,COMPLIANT
-7.000000,-44.000000,1.500000,1.793745,58.336309,3.074835,COMPLIANT
-6.000000,-44.000000,1.500000,1.797928,58.336309,3.082005,COMPLIANT
-5.000000,-44.000000,1.500000,1.801490,58.336309,3.088111,COMPLIANT
-4.000000,-44.000000,1.500000,1.804420,58.336309,3.093134,COMPLIANT
-3.000000,-44.000000,1.500000,1.806709,58.336309,3.097058,COMPLIANT
-2.000000,-44.000000,1.500000,1.808350,58.336309,3.099870,COMPLIANT
-1.000000,-44.000000,1.500000,1.809336,58.336309,3.101561,COMPLIANT
0.000000,-44.000000,1.500000,1.809665,58.336309,3.102125,COMPLIANT
1.000000,-44.000000,1.500000,1.809336,58.336309,3.101561,COMPLIANT
2.000000,-44.000000,1.500000,1.808350,58.336309,3.099870,COMPLIANT
3.000000,-44.000000,1.500000,1.806709,58.336309,3.097058,COMPLIANT
4.000000,-44.000000,1.500000,1.804420,58.336309,3.093134,COMPLIANT
5.000000,-44.000000,1.500000,1.801490,58.336309,3.088111,COMPLIANT
6.000000,-44.000000,1.500000,1.797928,58.336309,3.082005,COMPLIANT
7.000000,-44.000000,1.500000,1.793745,58.336309,3.074835,COMPLIANT
8.000000,-44.000000,1.500000,1.788955,58.336309,3.066623,COMPLIANT
9.000000,-44.000000,1.500000,1.783572,58.336309,3.057396,COMPLIANT
10.000000,-44.000000,1.500000,1.777613,58.336309,3.047182,COMPLIANT
11.000000,-44.000000,1.500000,1.771096,58.336309,3.036010,COMPLIANT
12.000000,-44.000000,1.500000,1.764040,58.336309,3.023914,COMPLIANT
13.000000,-44.000000,1.500000,1.756465,58.336309,3.010930,COMPLIANT
14.000000,-44.000000,1.500000,1.748393,58.336309,2.997092,COMPLIANT
15.000000,-44.000000,1.500000,1.739845,58.336309,2.982440,COMPLIANT
16.000000,-44.000000,1.500000,1.730846,58.336309,2.967013,COMPLIANT
17.000000,-44.000000,1.500000,1.721417,58.336309,2.950850,COMPLIANT
18.000000,-44.000000,1.500000,1.711584,58.336309,2.933993,COMPLIANT
19.000000,-44.000000,1.500000,1.701369,58.336309,2.916484,COMPLIANT
20.000000,-44.000000,1.500000,1.690798,58.336309,2.898363,COMPLIANT
21.000000,-44.000000,1.500000,1.679895,58.336309,2.879673,COMPLIANT
22.000000,-44.000000,1.500000,1.668683,58.336309,2.860454,COMPLIANT
23.000000,-44.000000,1.500000,1.657187,58.336309,2.840748,COMPLIANT
24.000000,-44.000000,1.500000,1.645430,58.336309,2.820594,COMPLIANT
25.000000,-44.000000,1.500000,1.633436,58.336309,2.800033,COMPLIANT
26.000000,-44.000000,1.500000,1.621226,58.336309,2.779103,COMPLIANT
27.000000,-44.000000,1.500000,1.608824,58.336309,2.757843,COMPLIANT
28.000000,-44.000000,1.500000,1.596249,58.336309,2.736287,COMPLIANT
29.000000,-44.000000,1.500000,1.583524,58.336309,2.714473,COMPLIANT
30.000000,-44.000000,1.500000,1.570667,58.336309,2.692434,COMPLIANT
31.000000,-44.000000,1.500000,1.557698,58.336309,2.670204,COMPLIANT
32.000000,-44.000000,1.500000,1.544636,58.336309,2.647812,COMPLIANT
33.000000,-44.000000,1.500000,1.531498,58.336309,2.625291,COMPLIANT
34.000000,-44.000000,1.500000,1.518300,58.336309,2.602667,COMPLIANT
35.000000,-44.000000,1.500000,1.505059,58.336309,2.579969,COMPLIANT
36.000000,-44.000000,1.500000,1.491789,58.336309,2.557222,COMPLIANT
37.000000,-44.000000,1.500000,1.478505,58.336309,2.534450,COMPLIANT
38.000000,-44.000000,1.500000,1.465220,58.336309,2.511677,COMPLIANT
39.000000,-44.000000,1.500000,1.451946,58.336309,2.488924,COMPLIANT
40.000000,-44.000000,1.500000,1.438696,58.336309,2.466211,COMPLIANT
41.000000,-44.000000,1.500000,1.425480,58.336309,2.443556,COMPLIANT
42.000000,-44.000000,1.500000,1.412309,58.336309,2.420978,COMPLIANT
43.000000,-44.000000,1.500000,1.399192,58.336309,2.398492,COMPLIANT
44.000000,-44.000000,1.500000,1.386138,58.336309,2.376115,COMPLIANT
45.000000,-44.000000,1.500000,1.373154,58.336309,2.353858,COMPLIANT
46.000000,-44.000000,1.500000,1.360249,58.336309,2.331737,COMPLIANT
47.000000,-44.000000,1.500000,1.347429,58.336309,2.309761,COMPLIANT
48.000000,-44.000000,1.500000,1.334701,58.336309,2.287942,COMPLIANT
49.000000,-44.000000,1.500000,1.322070,58.336309,2.266290,COMPLIANT
50.000000,-44.000000,1.500000,1.309541,58.336309,2.244813,COMPLIANT
51.000000,-44.000000,1.500000,1.297119,58.336309,2.223520,COMPLIANT
52.000000,-44.000000,1.500000,1.284809,58.336309,2.202417,COMPLIANT
53.000000,-44.000000,1.500000,1.272613,58.336309,2.181511,COMPLIANT
54.000000,-44.000000,1.500000,1.260536,58.336309,2.160808,COMPLIANT
55.000000,-44.000000,1.500000,1.248579,58.336309,2.140313,COMPLIANT
56.000000,-44.000000,1.500000,1.236747,58.336309,2.120029,COMPLIANT
57.000000,-44.000000,1.500000,1.225040,58.336309,2.099962,COMPLIANT
58.000000,-44.000000,1.500000,1.213461,58.336309,2.080113,COMPLIANT
59.000000,-44.000000,1.500000,1.202011,58.336309,2.060485,COMPLIANT
60.000000,-44.000000,1.500000,1.190692,58.336309,2.041082,COMPLIANT
61.000000,-44.000000,1.500000,1.179504,58.336309,2.021904,COMPLIANT
62.000000,-44.000000,1.500000,1.168448,58.336309,2.002952,COMPLIANT
63.000000,-44.000000,1.500000,1.157526,58.336309,1.984228,COMPLIANT
64.000000,-44.000000,1.500000,1.146736,58.336309,1.965733,COMPLIANT
65.000000,-44.000000,1.500000,1.136080,58.336309,1.947466,COMPLIANT
66.000000,-44.000000,1.500000,1.125556,58.336309,1.929427,COMPLIANT
67.000000,-44.000000,1.500000,1.115166,58.336309,1.911616,COMPLIANT
68.000000,-44.000000,1.500000,1.104909,58.336309,1.894032,COMPLIANT
69.000000,-44.000000,1.500000,1.094783,58.336309,1.876675,COMPLIANT
